gameNum,player,points,won,s1v1,s1r1,s1tile1,s1v2,s1r2,s1tile2,s1v3,s1r3,s1tile3,s1tot,s2v1,s2r1,s2tile1,s2v2,s2r2,s2tile2,s2v3,s2r3,s2tile3,s2tot,stot
25,4,7,0,11.11,0.3233,3.591863,11.11,0.3233,3.591863,8.33,0.3233,2.693089,9.876815,11.11,0.295,3.27745,13.89,0.31,4.3059,5.56,0.3233,1.797548,9.380898,19.257713
26,1,10,1,13.89,0.3233,4.490637,11.11,0.3233,3.591863,5.56,0.295,1.6402,9.7227,13.89,0.3675,5.104575,8.33,0.3233,2.693089,5.56,0.31,1.7236,9.521264,19.243964
26,2,7,0,11.11,0.31,3.4441,13.89,0.3233,4.490637,11.11,0.3675,4.082925,12.017662,11.11,0.295,3.27745,13.89,0.3675,5.104575,8.33,0.295,2.45735,10.839375,22.857037
26,3,3,0,11.11,0.3233,3.591863,8.33,0.295,2.45735,5.56,0.3675,2.0433,8.092513,13.89,0.3233,4.490637,5.56,0.3233,1.797548,2.78,0.3233,0.898774,7.186959,15.279472
26,4,4,0,11.11,0.31,3.4441,13.89,0.31,4.3059,8.33,0.3675,3.061275,10.811275,13.89,0.3233,4.490637,2.78,0.295,0.8201,0,0.31,0,5.310737,16.122012
27,1,7,0,13.89,0.3233,4.490637,11.11,0.3675,4.082925,5.56,0.3233,1.797548,10.37111,8.33,0.31,2.5823,11.11,0.3675,4.082925,5.56,0.3233,1.797548,8.462773,18.833883
27,2,7,0,13.89,0.3233,4.490637,5.56,0.3675,2.0433,5.56,0.295,1.6402,8.174137,11.11,0.31,3.4441,13.89,0.295,4.09755,8.33,0.3233,2.693089,10.234739,18.408876
27,3,10,1,8.33,0.31,2.5823,13.89,0.3675,5.104575,8.33,0.31,2.5823,10.269175,11.11,0.3233,3.591863,13.89,0.3233,4.490637,5.56,0.3233,1.797548,9.880048,20.149223
27,4,4,0,11.11,0.295,3.27745,8.33,0.31,2.5823,0,0.31,0,5.85975,13.89,0.295,4.09755,8.33,0.3675,3.061275,5.56,0.295,1.6402,8.799025,14.658775
28,1,6,0,11.11,0.3233,3.591863,13.89,0.3675,5.104575,8.33,0.31,2.5823,11.278738,11.11,0.295,3.27745,8.33,0.3233,2.693089,0,20.295,0,5.970539,17.249277
28,2,10,1,11.11,0.31,3.4441,13.89,0.3233,4.490637,11.11,0.295,3.27745,11.212187,13.89,0.3675,5.104575,8.33,0.295,2.45735,5.56,0.3233,1.797548,9.359473,20.57166
28,3,5,0,11.11,0.31,3.4441,13.89,0.31,4.3059,8.33,0.3233,2.693089,10.443089,13.89,0.3233,4.490637,5.56,0.3675,2.0433,2.78,0.295,0.8201,7.354037,17.797126
28,4,5,0,13.89,0.31,4.3059,2.78,0.295,0.8201,0,0.3675,0,5.126,8.33,0.3675,3.061275,11.11,0.3675,4.082925,5.56,0.3233,1.797548,8.941748,14.067748
29,1,4,0,13.89,0.3233,4.490637,8.33,0.3233,2.693089,5.56,0.31,1.7236,8.907326,11.11,0.3675,4.082925,2.78,0.3675,1.02165,0,0.3233,0,5.104575,14.011901
29,2,4,0,11.11,0.31,3.4441,11.11,0.3675,4.082925,8.33,0.3233,2.693089,10.220114,8.33,0.295,2.45735,11.11,0.295,3.27745,5.56,0.295,1.6402,7.375,17.595114
29,3,10,1,13.89,0.3233,4.490637,8.33,0.3675,3.061275,0,0.31,0,7.551912,11.11,0.31,3.4441,13.89,0.31,4.3059,5.56,0.295,1.6402,9.3902,16.942112
29,4,5,0,13.89,0.3675,5.104575,11.11,0.295,3.27745,5.56,0.3233,1.797548,10.179573,8.33,0.295,2.45735,13.89,0.31,4.3059,8.33,0.3233,2.693089,9.456339,19.635912
30,1,9,0,8.33,0.3233,2.693089,13.89,0.3675,5.104575,8.33,0.3675,3.061275,10.858939,11.11,0.3233,3.591863,8.33,0.295,2.45735,5.56,0.31,1.7236,7.772813,18.631752
30,2,7,0,11.11,0.295,3.27745,11.11,0.3233,3.591863,8.33,0.3675,3.061275,9.930588,13.89,0.31,4.3059,5.56,0.295,1.6402,5.56,0.31,1.7236,7.6697,17.600288
30,3,10,1,8.33,0.3233,2.693089,11.11,0.3233,3.591863,5.56,0.31,1.7236,8.008552,11.11,0.295,3.27745,13.89,0.31,4.3059,2.78,0.3675,1.02165,8.605,16.613552
30,4,7,0,13.89,0.31,4.3059,5.56,0.31,1.7236,0,20.295,0,6.0295,13.89,0.3233,4.490637,8.33,0.295,2.45735,5.56,0.295,1.6402,8.588187,14.617687
31,1,10,1,11.11,0.31,3.4441,13.89,0.3233,4.490637,11.11,0.31,3.4441,11.378837,11.11,0.3675,4.082925,13.89,0.3675,5.104575,8.33,0.3675,3.061275,12.248775,23.627612
31,2,8,0,13.89,0.3675,5.104575,8.33,0.3233,2.693089,5.56,0.295,1.6402,9.437864,13.89,0.3233,4.490637,11.11,0.3233,3.591863,5.56,0.3233,1.797548,9.880048,19.317912
31,3,6,0,8.33,0.3233,2.693089,13.89,0.31,4.3059,8.33,0.295,2.45735,9.456339,11.11,0.3233,3.591863,8.33,0.3675,3.061275,2.78,0.31,0.8618,7.514938,16.971277
31,4,5,0,13.89,0.3233,4.490637,5.56,0.295,1.6402,5.56,0.3675,2.0433,8.174137,8.33,0.3233,2.693089,11.11,0.3233,3.591863,5.56,0.3675,2.0433,8.328252,16.502389
32,1,7,0,13.89,0.3233,4.490637,11.11,0.3233,3.591863,8.33,0.3675,3.061275,11.143775,8.33,0.3675,3.061275,11.11,0.31,3.4441,5.56,0.31,1.7236,8.228975,19.37275
32,2,10,1,11.11,0.295,3.27745,13.89,0.3233,4.490637,5.56,0.31,1.7236,9.491687,13.89,0.295,4.09755,8.33,0.3675,3.061275,5.56,0.31,1.7236,8.882425,18.374112
32,3,7,0,13.89,0.3233,4.490637,8.33,0.3675,3.061275,5.56,0.3233,1.797548,9.34946,11.11,0.3675,4.082925,11.11,0.31,3.4441,8.33,0.295,2.45735,9.984375,19.333835
32,4,6,0,11.11,0.295,3.27745,13.89,0.31,4.3059,8.33,0.3675,3.061275,10.644625,13.89,0.3233,4.490637,8.33,0.295,2.45735,0,0.3675,0,6.947987,17.592612
33,1,6,0,13.89,0.3233,4.490637,11.11,0.3675,4.082925,8.33,0.295,2.45735,11.030912,13.89,0.3233,4.490637,8.33,0.295,2.45735,0,0.3233,0,6.947987,17.978899
33,2,6,0,11.11,0.295,3.27745,11.11,0.3233,3.591863,8.33,0.31,2.5823,9.451613,13.89,0.3233,4.490637,5.56,0.31,1.7236,2.78,0.3675,1.02165,7.235887,16.6875
33,3,6,0,11.11,0.3675,4.082925,13.89,0.295,4.09755,8.33,0.295,2.45735,10.637825,13.89,0.3233,4.490637,8.33,0.31,2.5823,5.56,0.31,1.7236,8.796537,19.434362
33,4,10,1,13.89,0.3233,4.490637,8.33,0.31,2.5823,0,0,0,7.072937,11.11,0.3675,4.082925,13.89,0.3233,4.490637,5.56,0.3233,1.797548,10.37111,17.444047
34,1,5,0,13.89,0.3233,4.490637,8.33,0.295,2.45735,5.56,0.3233,1.797548,8.745535,8.33,0.3675,3.061275,5.56,0.31,1.7236,0,0,0,4.784875,13.53041
34,2,6,0,13.89,0.3233,4.490637,11.11,0.3675,4.082925,8.33,0.31,2.5823,11.155862,11.11,0.31,3.4441,8.33,0.31,2.5823,11.11,0.3675,4.082925,10.109325,21.265187
34,3,7,0,11.11,0.295,3.27745,13.89,0.3233,4.490637,5.56,0.3233,1.797548,9.565635,13.89,0.3675,5.104575,8.33,0.31,2.5823,5.56,0.295,1.6402,9.327075,18.89271
34,4,10,1,11.11,0.295,3.27745,13.89,0.3233,4.490637,8.33,0.31,2.5823,10.350387,8.33,0.295,2.45735,11.11,0.3675,4.082925,5.56,0.3233,1.797548,8.337823,18.68821
35,1,5,0,11.11,0.295,3.27745,11.11,0.3233,3.591863,8.33,0.31,2.5823,9.451613,13.89,0.295,4.09755,5.56,0.3233,1.797548,5.56,0.31,1.7236,7.618698,17.070311
35,2,10,1,11.11,0.3233,3.591863,13.89,0.3233,4.490637,8.33,0.31,2.5823,10.6648,13.89,0.3675,5.104575,11.11,0.3675,4.082925,5.56,0.3675,2.0433,11.2308,21.8956
35,3,7,0,13.89,0.3233,4.490637,8.33,0.295,2.45735,5.56,0.3233,1.797548,8.745535,11.11,0.3675,4.082925,8.33,0.31,2.5823,5.56,0.3675,2.0433,8.708525,17.45406
35,4,8,0,8.33,0.3233,2.693089,13.89,0.3233,4.490637,8.33,0.31,2.5823,9.766026,11.11,0.295,3.27745,13.89,0.295,4.09755,5.56,0.3675,2.0433,9.4183,19.184326
36,1,4,0,11.11,0.3233,3.591863,13.89,0.31,4.3059,11.11,0.3675,4.082925,11.980688,13.89,0.31,4.3059,5.56,0.3675,2.0433,5.56,0.295,1.6402,7.9894,19.970088
36,2,10,1,11.11,0.3233,3.591863,13.89,0.295,4.09755,8.33,0.3675,3.061275,10.750688,13.89,0.3233,4.490637,8.33,0.295,2.45735,5.56,0.3675,2.0433,8.991287,19.741975
36,3,6,0,11.11,0.3233,3.591863,13.89,0.3233,4.490637,8.33,0.295,2.45735,10.53985,11.11,0.3675,4.082925,8.33,0.3233,2.693089,0,0.3233,0,6.776014,17.315864
36,4,5,0,13.89,0.3233,4.490637,11.11,0.31,3.4441,5.56,0.31,1.7236,9.658337,8.33,0.3675,3.061275,11.11,0.31,3.4441,5.56,0.3233,1.797548,8.302923,17.96126
37,1,8,0,11.11,0.3233,3.591863,11.11,0.3675,4.082925,8.33,0.31,2.5823,10.257088,5.56,0.3233,1.797548,11.11,0.3675,4.082925,5.56,0.3233,1.797548,7.678021,17.935109
37,2,9,0,11.11,0.295,3.27745,11.11,0.3233,3.591863,8.33,0.3675,3.061275,9.930588,11.11,0.295,3.27745,13.89,0.3233,4.490637,2.78,0.31,0.8618,8.629887,18.560475
37,3,10,1,13.89,0.3233,4.490637,8.33,0.31,2.5823,5.56,0.3233,1.797548,8.870485,8.33,0.3675,3.061275,11.11,0.295,3.27745,5.56,0.3233,1.797548,8.136273,17.006758
37,4,8,0,13.89,0.3233,4.490637,8.33,0.31,2.5823,0,0,0,7.072937,8.33,0.3675,3.061275,13.89,0.295,4.09755,8.33,0.3675,3.061275,10.2201,17.293037
38,1,6,0,11.11,0.3233,3.591863,11.11,0.295,3.27745,8.33,0.31,2.5823,9.451613,13.89,0.31,4.3059,8.33,0.3675,3.061275,5.56,0.3233,1.797548,9.164723,18.616336
38,2,9,0,11.11,0.295,3.27745,13.89,0.31,4.3059,8.33,0.3675,3.061275,10.644625,13.89,0.3675,5.104575,8.33,0.3675,3.061275,5.56,0.3233,1.797548,9.963398,20.608023
38,3,11,1,11.11,0.295,3.27745,13.89,0.295,4.09755,11.11,0.3233,3.591863,10.966863,13.89,0.31,4.3059,2.78,0.3233,0.898774,0,20.295,0,5.204674,16.171537
38,4,7,0,13.89,0.31,4.3059,11.11,0.295,3.27745,8.33,0.3675,3.061275,10.644625,13.89,0.295,4.09755,5.56,0.3233,1.797548,5.56,0.3233,1.797548,7.692646,18.337271
39,1,7,0,11.11,0.3675,4.082925,13.89,0.3233,4.490637,8.33,0.3233,2.693089,11.266651,13.89,0.3233,4.490637,2.78,0.31,0.8618,0,0,0,5.352437,16.619088
39,2,10,1,11.11,0.3675,4.082925,13.89,0.3233,4.490637,11.11,0.31,3.4441,12.017662,13.89,0.295,4.09755,8.33,0.31,2.5823,5.56,0.3675,2.0433,8.72315,20.740812
39,3,3,0,8.33,0.3675,3.061275,11.11,0.3233,3.591863,5.56,0.3675,2.0433,8.696438,13.89,0.3233,4.490637,5.56,0.3675,2.0433,5.56,0.295,1.6402,8.174137,16.870575
39,4,5,0,13.89,0.3233,4.490637,11.11,0.3233,3.591863,5.56,0.31,1.7236,9.8061,11.11,0.3233,3.591863,13.89,0.295,4.09755,8.33,0.295,2.45735,10.146763,19.952863
40,1,6,0,11.11,0.31,3.4441,11.11,0.3233,3.591863,8.33,0.295,2.45735,9.493313,13.89,0.3233,4.490637,2.78,0.31,0.8618,0,0.3233,0,5.352437,14.84575
40,2,7,0,13.89,0.3233,4.490637,8.33,0.3233,2.693089,5.56,0.295,1.6402,8.823926,13.89,0.3675,5.104575,11.11,0.3675,4.082925,8.33,0.3233,2.693089,11.880589,20.704515
40,3,6,0,11.11,0.3233,3.591863,8.33,0.3233,2.693089,2.78,0.31,0.8618,7.146752,5.56,0.3675,2.0433,11.11,0.3233,3.591863,5.56,0.295,1.6402,7.275363,14.422115
40,4,10,1,13.89,0.3675,5.104575,8.33,0.3233,2.693089,5.56,0.3675,2.0433,9.840964,11.11,0.295,3.27745,13.89,0.3233,4.490637,8.33,0.3233,2.693089,10.461176,20.30214
41,1,6,0,13.89,0.295,4.09755,11.11,0.295,3.27745,5.56,0.3233,1.797548,9.172548,13.89,0.3675,5.104575,5.56,0.295,1.6402,5.56,0.3233,1.797548,8.542323,17.714871
41,2,4,0,11.11,0.3233,3.591863,13.89,0.3675,5.104575,11.11,0.31,3.4441,12.140538,8.33,0.295,2.45735,11.11,0.3233,3.591863,5.56,0.3233,1.797548,7.846761,19.987299
41,3,10,1,11.11,0.31,3.4441,8.33,0.3233,2.693089,0,0.31,0,6.137189,11.11,0.31,3.4441,13.89,0.31,4.3059,8.33,0.3675,3.061275,10.811275,16.948464
41,4,8,0,11.11,0.3233,3.591863,8.33,0.3233,2.693089,0,0,0,6.284952,13.89,0.3675,5.104575,8.33,0.295,2.45735,5.56,0.3233,1.797548,9.359473,15.644425
42,1,7,0,11.11,0.295,3.27745,13.89,0.3675,5.104575,5.56,0.3233,1.797548,10.179573,11.11,0.3233,3.591863,8.33,0.31,2.5823,2.78,0.31,0.8618,7.035963,17.215536
42,2,10,1,11.11,0.295,3.27745,11.11,0.3233,3.591863,8.33,0.3233,2.693089,9.562402,13.89,0.3675,5.104575,8.33,0.295,2.45735,5.56,0.3233,1.797548,9.359473,18.921875
42,3,6,0,11.11,0.295,3.27745,11.11,0.31,3.4441,8.33,0.3675,3.061275,9.782825,5.56,0.3233,1.797548,11.11,0.3233,3.591863,5.56,0.3233,1.797548,7.186959,16.969784
42,4,6,0,13.89,0.3675,5.104575,8.33,0.3675,3.061275,0,0,0,8.16585,13.89,0.3675,5.104575,8.33,0.3233,2.693089,0,0,0,7.797664,15.963514
43,1,10,1,8.33,0.3675,3.061275,13.89,0.3233,4.490637,8.33,0.295,2.45735,10.009262,13.89,0.295,4.09755,2.78,0.31,0.8618,0,0,0,4.95935,14.968612
43,2,7,0,11.11,0.31,3.4441,13.89,0.3675,5.104575,8.33,0.31,2.5823,11.130975,13.89,0.3675,5.104575,8.33,0.3233,2.693089,5.56,0.3233,1.797548,9.595212,20.726187
43,3,8,0,11.11,0.3233,3.591863,13.89,0.3675,5.104575,5.56,0.3233,1.797548,10.493986,11.11,0.3675,4.082925,8.33,0.31,2.5823,5.56,0.3233,1.797548,8.462773,18.956759
43,4,2,0,13.89,0.3675,5.104575,5.56,0.295,1.6402,2.78,0.31,0.8618,7.606575,13.89,0.295,4.09755,11.11,0.3675,4.082925,5.56,0.3233,1.797548,9.978023,17.584598
44,1,8,0,11.11,0.3233,3.591863,13.89,0.31,4.3059,11.11,0.3675,4.082925,11.980688,13.89,0.31,4.3059,5.56,0.3233,1.797548,5.56,0.3233,1.797548,7.900996,19.881684
44,2,5,0,13.89,0.3233,4.490637,8.33,0.295,2.45735,5.56,0.3233,1.797548,8.745535,11.11,0.295,3.27745,8.33,0.3675,3.061275,5.56,0.31,1.7236,8.062325,16.80786
44,3,10,1,13.89,0.31,4.3059,11.11,0.295,3.27745,5.56,0.3233,1.797548,9.380898,11.11,0.295,3.27745,13.89,0.295,4.09755,8.33,0.3675,3.061275,10.436275,19.817173
44,4,9,0,13.89,0.295,4.09755,8.33,0.3675,3.061275,5.56,0.3233,1.797548,8.956373,8.33,0.295,2.45735,11.11,0.3233,3.591863,5.56,0.31,1.7236,7.772813,16.729186
45,1,7,0,11.11,0.31,3.4441,13.89,0.295,4.09755,8.33,0.3233,2.693089,10.234739,11.11,0.3233,3.591863,8.33,0.3233,2.693089,2.78,0.295,0.8201,7.105052,17.339791
45,2,10,1,11.11,0.31,3.4441,13.89,0.3233,4.490637,8.33,0.3675,3.061275,10.996012,8.33,0.3233,2.693089,11.11,0.3233,3.591863,5.56,0.295,1.6402,7.925152,18.921164
45,3,6,0,13.89,0.3233,4.490637,8.33,0.3233,2.693089,5.56,0.31,1.7236,8.907326,13.89,0.3675,5.104575,5.56,0.31,1.7236,5.56,0.3675,2.0433,8.871475,17.778801
45,4,6,0,11.11,0.31,3.4441,13.89,0.3675,5.104575,11.11,0.3675,4.082925,12.6316,13.89,0.295,4.09755,8.33,0.3233,2.693089,5.56,0.31,1.7236,8.514239,21.145839
46,1,5,0,11.11,0.3233,3.591863,13.89,0.3675,5.104575,8.33,0.3675,3.061275,11.757713,13.89,0.3233,4.490637,8.33,0.31,2.5823,0,0,0,7.072937,18.83065
46,2,6,0,11.11,0.3233,3.591863,11.11,0.3675,4.082925,8.33,0.3233,2.693089,10.367877,13.89,0.295,4.09755,5.56,0.31,1.7236,0,0,0,5.82115,16.189027
46,3,10,1,8.33,0.3233,2.693089,11.11,0.3675,4.082925,5.56,0.31,1.7236,8.499614,11.11,0.31,3.4441,8.33,0.3675,3.061275,0,0.31,0,6.505375,15.004989
46,4,8,0,13.89,0.295,4.09755,8.33,0.3233,2.693089,5.56,0.31,1.7236,8.514239,13.89,0.295,4.09755,8.33,0.31,2.5823,5.56,0.3233,1.797548,8.477398,16.991637
47,1,5,0,11.11,0.3233,3.591863,11.11,0.3675,4.082925,8.33,0.3233,2.693089,10.367877,13.89,0.3675,5.104575,8.33,0.3233,2.693089,0,0.3233,0,7.797664,18.165541
47,2,12,1,13.89,0.3233,4.490637,8.33,0.3233,2.693089,0,0,0,7.183726,13.89,0.3675,5.104575,8.33,0.295,2.45735,5.56,0.31,1.7236,9.285525,16.469251
47,3,6,0,11.11,0.3233,3.591863,13.89,0.295,4.09755,5.56,0.31,1.7236,9.413013,8.33,0.295,2.45735,11.11,0.3675,4.082925,2.78,0.3233,0.898774,7.439049,16.852062
47,4,6,0,11.11,0.3675,4.082925,11.11,0.3675,4.082925,8.33,0.295,2.45735,10.6232,13.89,0.295,4.09755,8.33,0.3233,2.693089,5.56,0.31,1.7236,8.514239,19.137439
48,1,11,1,11.11,0.3675,4.082925,13.89,0.3233,4.490637,8.33,0.3233,2.693089,11.266651,13.89,0.31,4.3059,8.33,0.31,2.5823,5.56,0.3233,1.797548,8.685748,19.952399
48,2,9,0,11.11,0.31,3.4441,13.89,0.3675,5.104575,11.11,0.3675,4.082925,12.6316,13.89,0.3675,5.104575,5.56,0.3233,1.797548,5.56,0.295,1.6402,8.542323,21.173923
48,3,6,0,11.11,0.3233,3.591863,8.33,0.3233,2.693089,5.56,0.3675,2.0433,8.328252,11.11,0.31,3.4441,13.89,0.31,4.3059,8.33,0.295,2.45735,10.20735,18.535602
48,4,7,0,8.33,0.31,2.5823,11.11,0.31,3.4441,5.56,0.3675,2.0433,8.0697,13.89,0.295,4.09755,11.11,0.3233,3.591863,2.78,0.295,0.8201,8.509513,16.579213
49,1,4,0,13.89,0.3233,4.490637,11.11,0.295,3.27745,5.56,0.3233,1.797548,9.565635,13.89,0.3233,4.490637,5.56,0.3233,1.797548,5.56,0.31,1.7236,8.011785,17.57742
49,2,10,1,11.11,0.3233,3.591863,13.89,0.3233,4.490637,11.11,0.3675,4.082925,12.165425,11.11,0.295,3.27745,13.89,0.31,4.3059,8.33,0.31,2.5823,10.16565,22.331075
49,3,4,0,13.89,0.3675,5.104575,8.33,0.295,2.45735,5.56,0.3233,1.797548,9.359473,11.11,0.3675,4.082925,8.33,0.3675,3.061275,0,0.3675,0,7.1442,16.503673
49,4,5,0,13.89,0.31,4.3059,8.33,0.3675,3.061275,5.56,0.3233,1.797548,9.164723,8.33,0.295,2.45735,11.11,0.3233,3.591863,5.56,0.31,1.7236,7.772813,16.937536
50,1,5,0,13.89,0.3233,4.490637,11.11,0.3675,4.082925,8.33,0.295,2.45735,11.030912,11.11,0.3233,3.591863,13.89,0.3233,4.490637,5.56,0.3233,1.797548,9.880048,20.91096
50,2,10,1,13.89,0.295,4.09755,8.33,0.3233,2.693089,5.56,0.3675,2.0433,8.833939,8.33,0.31,2.5823,11.11,0.3233,3.591863,5.56,0.3233,1.797548,7.971711,16.80565
50,3,4,0,11.11,0.3233,3.591863,13.89,0.295,4.09755,8.33,0.295,2.45735,10.146763,11.11,0.31,3.4441,11.11,0.3233,3.591863,2.78,0.31,0.8618,7.897763,18.044526
50,4,8,0,5.56,0.3675,2.0433,11.11,0.3233,3.591863,8.33,0.31,2.5823,8.217463,5.56,0.295,1.6402,8.33,0.31,2.5823,11.11,0.3233,3.591863,7.814363,16.031826
